tweet_id,favorites,retweets,user_followers,user_favourites,date_time
884247878851493888,65589,17652,9007043,145291,2017-07-10 03:08:17
884162670584377345,18503,2603,9007043,145291,2017-07-09 21:29:42
883838122936631299,19805,2977,9007043,145291,2017-07-09 00:00:04
883482846933004288,41525,8600,9007043,145291,2017-07-08 00:28:19
883360690899218434,20564,3202,9007043,145291,2017-07-07 16:22:55
883117836046086144,33601,5769,9007043,145291,2017-07-07 00:17:54
882992080364220416,21661,3371,9007043,145291,2017-07-06 15:58:11
882762694511734784,25599,4255,9007043,145291,2017-07-06 00:46:41
882627270321602560,25413,5274,9007043,145291,2017-07-05 15:48:34
882268110199369728,40536,10071,9007043,145291,2017-07-04 16:01:23
882045870035918850,26559,4232,9007043,145291,2017-07-04 01:18:17
881906580714921986,22107,2963,9007043,145291,2017-07-03 16:04:48
881666595344535552,45974,9295,9007043,145291,2017-07-03 00:11:11
881633300179243008,113,8,9007043,145291,2017-07-02 21:58:53
881536004380872706,44839,13938,9007043,145291,2017-07-02 15:32:16
881268444196462592,21130,4633,9007043,145291,2017-07-01 21:49:04
880935762899988482,15521,2434,9007043,145291,2017-06-30 23:47:07
880872448815771648,19317,3325,9007043,145291,2017-06-30 19:35:32
880465832366813184,25779,5421,9007043,145291,2017-06-29 16:39:47
880221127280381952,24439,3613,9007043,145291,2017-06-29 00:27:25
880095782870896641,25073,3782,9007043,145291,2017-06-28 16:09:20
879862464715927552,20320,3036,9007043,145291,2017-06-28 00:42:13
879674319642796034,287,10,9007043,145291,2017-06-27 12:14:36
879492040517615616,21347,2756,9007043,145291,2017-06-27 00:10:17
879415818425184262,95883,38908,9007043,145291,2017-06-26 19:07:24
879376492567855104,15307,2737,9007043,145291,2017-06-26 16:31:08
879130579576475649,0,5955,9007043,145291,2017-06-26 00:13:58
879050749262655488,20462,4113,9007043,145291,2017-06-25 18:56:45
879008229531029506,17277,2338,9007043,145291,2017-06-25 16:07:47
878776093423087618,17634,3586,9007043,145291,2017-06-25 00:45:22
878604707211726852,27284,6168,9007043,145291,2017-06-24 13:24:20
878404777348136964,0,1114,9007043,145291,2017-06-24 00:09:53
878316110768087041,0,5768,9007043,145291,2017-06-23 18:17:33
878281511006478336,7014,1114,9007043,145291,2017-06-23 16:00:04
878057613040115712,38248,5955,9007043,145291,2017-06-23 01:10:23
877736472329191424,71729,16498,9007043,145291,2017-06-22 03:54:17
877611172832227328,0,71,9007043,145291,2017-06-21 19:36:23
877556246731214848,20605,3305,9007043,145291,2017-06-21 15:58:08
877316821321428993,24935,4549,9007043,145291,2017-06-21 00:06:44
877201837425926144,24605,4848,9007043,145291,2017-06-20 16:29:50
876838120628539392,18812,2917,9007043,145291,2017-06-19 16:24:33
876537666061221889,21650,4119,9007043,145291,2017-06-18 20:30:39
876484053909872640,17085,2073,9007043,145291,2017-06-18 16:57:37
876120275196170240,25467,4072,9007043,145291,2017-06-17 16:52:05
875747767867523072,22872,3739,9007043,145291,2017-06-16 16:11:53
875144289856114688,19966,4290,9007043,145291,2017-06-15 00:13:52
875097192612077568,25013,5333,9007043,145291,2017-06-14 21:06:43
875021211251597312,23254,4133,9007043,145291,2017-06-14 16:04:48
874680097055178752,25353,4072,9007043,145291,2017-06-13 17:29:20
874434818259525634,0,12722,9007043,145291,2017-06-13 01:14:41
874296783580663808,23754,3629,9007043,145291,2017-06-12 16:06:11
874057562936811520,20730,3501,9007043,145291,2017-06-12 00:15:36
874012996292530176,31105,8954,9007043,145291,2017-06-11 21:18:31
873580283840344065,22101,3457,9007043,145291,2017-06-10 16:39:04
873337748698140672,0,1387,9007043,145291,2017-06-10 00:35:19
873213775632977920,6533,1387,9007043,145291,2017-06-09 16:22:42
872967104147763200,24847,4742,9007043,145291,2017-06-09 00:02:31
872820683541237760,13467,3272,9007043,145291,2017-06-08 14:20:41
872620804844003328,18927,3202,9007043,145291,2017-06-08 01:06:27
872486979161796608,37226,8008,9007043,145291,2017-06-07 16:14:40
872122724285648897,31258,7137,9007043,145291,2017-06-06 16:07:15
871879754684805121,34256,9629,9007043,145291,2017-06-06 00:01:46
871762521631449091,18476,3070,9007043,145291,2017-06-05 16:15:56
871515927908634625,18449,3060,9007043,145291,2017-06-04 23:56:03
871166179821445120,0,5049,9007043,145291,2017-06-04 00:46:17
871102520638267392,19135,4868,9007043,145291,2017-06-03 20:33:19
871032628920680449,20804,3360,9007043,145291,2017-06-03 15:55:36
870804317367881728,30763,5463,9007043,145291,2017-06-03 00:48:22
870726314365509632,110,3,9007043,145291,2017-06-02 19:38:25
870656317836468226,11243,2299,9007043,145291,2017-06-02 15:00:16
870374049280663552,76261,23601,9007043,145291,2017-06-01 20:18:38
870308999962521604,20083,3671,9007043,145291,2017-06-01 16:00:09
870063196459192321,33413,7348,9007043,145291,2017-05-31 23:43:25
869772420881756160,39101,9009,9007043,145291,2017-05-31 04:27:59
869702957897576449,25834,5572,9007043,145291,2017-05-30 23:51:58
869596645499047938,14666,2751,9007043,145291,2017-05-30 16:49:31
869227993411051520,18728,3337,9007043,145291,2017-05-29 16:24:37
868880397819494401,59891,12772,9007043,145291,2017-05-28 17:23:24
868639477480148993,0,1822,9007043,145291,2017-05-28 01:26:04
868622495443632128,24396,4685,9007043,145291,2017-05-28 00:18:35
868552278524837888,9262,1822,9007043,145291,2017-05-27 19:39:34
867900495410671616,22258,3721,9007043,145291,2017-05-26 00:29:37
867774946302451713,31210,6516,9007043,145291,2017-05-25 16:10:44
867421006826221569,14780,2214,9007043,145291,2017-05-24 16:44:18
867072653475098625,0,106,9007043,145291,2017-05-23 17:40:04
867051520902168576,29590,7038,9007043,145291,2017-05-23 16:16:06
866720684873056260,18379,4289,9007043,145291,2017-05-22 18:21:28
866686824827068416,17699,3081,9007043,145291,2017-05-22 16:06:55
866450705531457537,112382,31482,9007043,145291,2017-05-22 00:28:40
866334964761202691,48119,12722,9007043,145291,2017-05-21 16:48:45
866094527597207552,0,7477,9007043,145291,2017-05-21 00:53:21
865718153858494464,23689,5036,9007043,145291,2017-05-19 23:57:46
865359393868664832,24378,4477,9007043,145291,2017-05-19 00:12:11
865006731092295680,25849,6931,9007043,145291,2017-05-18 00:50:50
864873206498414592,29714,7779,9007043,145291,2017-05-17 16:00:15
864279568663928832,13488,2700,9007043,145291,2017-05-16 00:41:21
864197398364647424,27608,7901,9007043,145291,2017-05-15 19:14:50
863907417377173506,19052,3724,9007043,145291,2017-05-15 00:02:33
863553081350529029,14087,3775,9007043,145291,2017-05-14 00:34:33
863471782782697472,0,2166,9007043,145291,2017-05-13 19:11:30
863432100342583297,21984,4722,9007043,145291,2017-05-13 16:33:49
863427515083354112,2026,84,9007043,145291,2017-05-13 16:15:35
863079547188785154,8131,996,9007043,145291,2017-05-12 17:12:53
863062471531167744,7781,2166,9007043,145291,2017-05-12 16:05:02
862831371563274240,17746,4625,9007043,145291,2017-05-12 00:46:44
862722525377298433,15839,3205,9007043,145291,2017-05-11 17:34:13
862457590147678208,18874,4424,9007043,145291,2017-05-11 00:01:27
862096992088072192,68518,20833,9007043,145291,2017-05-10 00:08:34
861383897657036800,33399,9669,9007043,145291,2017-05-08 00:54:59
861288531465048066,15889,3734,9007043,145291,2017-05-07 18:36:02
861005113778896900,15486,3460,9007043,145291,2017-05-06 23:49:50
860981674716409858,0,1932,9007043,145291,2017-05-06 22:16:42
860924035999428608,0,706,9007043,145291,2017-05-06 18:27:40
860563773140209665,6948,1932,9007043,145291,2017-05-05 18:36:06
860524505164394496,21960,4786,9007043,145291,2017-05-05 16:00:04
860276583193509888,17109,3182,9007043,145291,2017-05-04 23:34:55
860184849394610176,15459,5313,9007043,145291,2017-05-04 17:30:24
860177593139703809,0,27928,9007043,145291,2017-05-04 17:01:34
859924526012018688,18234,3712,9007043,145291,2017-05-04 00:15:58
859851578198683649,14387,3198,9007043,145291,2017-05-03 19:26:06
859607811541651456,17352,1408,9007043,145291,2017-05-03 03:17:27
859196978902773760,83364,27348,9007043,145291,2017-05-02 00:04:57
859074603037188101,31425,12424,9007043,145291,2017-05-01 15:58:40
858860390427611136,0,7379,9007043,145291,2017-05-01 01:47:28
858843525470990336,14560,3160,9007043,145291,2017-05-01 00:40:27
858471635011153920,20127,4433,9007043,145291,2017-04-30 00:02:42
858107933456039936,14690,2635,9007043,145291,2017-04-28 23:57:28
857989990357356544,14980,2358,9007043,145291,2017-04-28 16:08:49
857746408056729600,31890,9718,9007043,145291,2017-04-28 00:00:54
857393404942143489,5492,1495,9007043,145291,2017-04-27 00:38:11
857263160327368704,18796,4132,9007043,145291,2017-04-26 16:00:39
857214891891077121,210,16,9007043,145291,2017-04-26 12:48:51
857062103051644929,0,154,9007043,145291,2017-04-26 02:41:43
857029823797047296,17614,3641,9007043,145291,2017-04-26 00:33:27
856543823941562368,15326,2646,9007043,145291,2017-04-24 16:22:16
856526610513747968,11147,1724,9007043,145291,2017-04-24 15:13:52
856330835276025856,0,614,9007043,145291,2017-04-24 02:15:55
856288084350160898,486,15,9007043,145291,2017-04-23 23:26:03
856282028240666624,26015,5782,9007043,145291,2017-04-23 23:01:59
855862651834028034,312,22,9007043,145291,2017-04-22 19:15:32
855860136149123072,4587,891,9007043,145291,2017-04-22 19:05:32
855857698524602368,11169,1940,9007043,145291,2017-04-22 18:55:51
855851453814013952,43150,16687,9007043,145291,2017-04-22 18:31:02
855818117272018944,25055,5001,9007043,145291,2017-04-22 16:18:34
855459453768019968,27980,7573,9007043,145291,2017-04-21 16:33:22
855245323840757760,0,5495,9007043,145291,2017-04-21 02:22:29
855138241867124737,0,39,9007043,145291,2017-04-20 19:16:59
854732716440526848,21394,5596,9007043,145291,2017-04-19 16:25:34
854482394044301312,27477,6291,9007043,145291,2017-04-18 23:50:52
854365224396361728,17774,4333,9007043,145291,2017-04-18 16:05:17
854120357044912130,30115,6903,9007403,145293,2017-04-17 23:52:16
854010172552949760,15333,2916,9007043,145291,2017-04-17 16:34:26
853760880890318849,26958,5338,9007043,145291,2017-04-17 00:03:50
853639147608842240,32685,9271,9007043,145291,2017-04-16 16:00:07
853299958564483072,14643,3293,9007043,145291,2017-04-15 17:32:18
852936405516943360,0,1853,9007043,145291,2017-04-14 17:27:40
852912242202992640,8511,1673,9007043,145291,2017-04-14 15:51:39
852672615818899456,14124,2010,9007043,145291,2017-04-13 23:59:28
852553447878664193,15404,3245,9007043,145291,2017-04-13 16:05:56
852311364735569921,31370,9246,9007043,145291,2017-04-13 00:03:59
852226086759018497,18920,6356,9007043,145291,2017-04-12 18:25:07
852189679701164033,10888,1477,9007043,145291,2017-04-12 16:00:27
851861385021730816,0,19,9007043,145291,2017-04-11 18:15:55
851591660324737024,15457,3248,9007043,145291,2017-04-11 00:24:08
851464819735769094,23033,6585,9007043,145291,2017-04-10 16:00:07
851224888060895234,19668,5379,9007043,145291,2017-04-10 00:06:42
850753642995093505,29174,8453,9007043,145291,2017-04-08 16:54:09
850380195714523136,12467,2432,9007043,145291,2017-04-07 16:10:12
850333567704068097,3289,307,9007043,145291,2017-04-07 13:04:55
850145622816686080,15516,3539,9007043,145291,2017-04-07 00:38:06
850019790995546112,19423,4556,9007043,145291,2017-04-06 16:18:05
849776966551130114,28894,7109,9007043,145291,2017-04-06 00:13:11
849668094696017920,0,4647,9007043,145291,2017-04-05 17:00:34
849412302885593088,15145,2950,9007043,145291,2017-04-05 00:04:08
849336543269576704,10886,1766,9007043,145291,2017-04-04 19:03:06
849051919805034497,40354,7943,9007043,145291,2017-04-04 00:12:06
848690551926992896,24055,4068,9007043,145291,2017-04-03 00:16:10
848324959059550208,23602,4343,9007043,145291,2017-04-02 00:03:26
848213670039564288,7803,674,9007043,145291,2017-04-01 16:41:12
848212111729840128,15573,2832,9007043,145291,2017-04-01 16:35:01
847978865427394560,0,3055,9007043,145291,2017-04-01 01:08:10
847971574464610304,0,414,9007043,145291,2017-04-01 00:39:12
847962785489326080,22461,4777,9007043,145291,2017-04-01 00:04:17
847842811428974592,5176,1238,9007043,145291,2017-03-31 16:07:33
847617282490613760,6683,388,9007043,145291,2017-03-31 01:11:22
847606175596138505,17948,3224,9007043,145291,2017-03-31 00:27:14
847251039262605312,19602,4083,9007043,145291,2017-03-30 00:56:03
847157206088847362,18964,5489,9007043,145291,2017-03-29 18:43:12
847116187444137987,20539,2997,9007043,145291,2017-03-29 16:00:12
846874817362120707,19229,3695,9007043,145291,2017-03-29 00:01:05
846514051647705089,42606,10858,9007043,145291,2017-03-28 00:07:32
846505985330044928,13524,2890,9007043,145291,2017-03-27 23:35:28
846153765933735936,30168,8519,9007043,145291,2017-03-27 00:15:53
846139713627017216,29722,9531,9007043,145291,2017-03-26 23:20:02
846042936437604353,15309,2697,9007043,145291,2017-03-26 16:55:29
845812042753855489,27991,8194,9007043,145291,2017-03-26 01:38:00
845677943972139009,24173,4547,9007043,145291,2017-03-25 16:45:08
845397057150107648,7319,1680,9007043,145291,2017-03-24 22:08:59
845306882940190720,22373,5067,9007043,145291,2017-03-24 16:10:40
845098359547420673,0,7214,9007043,145291,2017-03-24 02:22:04
844979544864018432,13094,2407,9007043,145291,2017-03-23 18:29:57
844973813909606400,14411,2987,9007043,145291,2017-03-23 18:07:10
844580511645339650,15791,2934,9007043,145291,2017-03-22 16:04:20
844223788422217728,13129,2067,9007043,145291,2017-03-21 16:26:50
843981021012017153,14600,2801,9007043,145291,2017-03-21 00:22:10
843856843873095681,20634,4355,9007043,145291,2017-03-20 16:08:44
843604394117681152,16228,2583,9007043,145291,2017-03-19 23:25:35
843235543001513987,20662,5662,9007043,145291,2017-03-18 22:59:54
842846295480000512,14702,3446,9007043,145291,2017-03-17 21:13:10
842765311967449089,6476,1203,9007043,145291,2017-03-17 15:51:22
842535590457499648,17445,3322,9007043,145291,2017-03-17 00:38:32
842163532590374912,23499,5495,9007043,145291,2017-03-16 00:00:07
842115215311396866,13458,2870,9007043,145291,2017-03-15 20:48:07
841833993020538882,0,14203,9007043,145291,2017-03-15 02:10:39
841680585030541313,24834,7439,9007043,145291,2017-03-14 16:01:03
841439858740625411,12144,3473,9007043,145291,2017-03-14 00:04:30
841320156043304961,19077,5241,9007043,145291,2017-03-13 16:08:50
841314665196081154,15252,4398,9007043,145291,2017-03-13 15:47:01
841077006473256960,22027,5049,9007043,145291,2017-03-13 00:02:39
840761248237133825,0,1673,9007043,145291,2017-03-12 03:07:56
840728873075638272,0,15207,9007043,145291,2017-03-12 00:59:17
840698636975636481,172,2,9007043,145291,2017-03-11 22:59:09
840696689258311684,11851,918,9007043,145291,2017-03-11 22:51:24
840632337062862849,8686,1673,9007043,145291,2017-03-11 18:35:42
840370681858686976,15859,4324,9007043,145291,2017-03-11 01:15:58
840268004936019968,18551,5448,9007043,145291,2017-03-10 18:27:58
839990271299457024,12933,2156,9007403,145293,2017-03-10 00:04:21
839549326359670784,26440,7379,9007043,145291,2017-03-08 18:52:12
839290600511926273,0,137,9007043,145291,2017-03-08 01:44:07
839239871831150596,26137,6193,9007043,145291,2017-03-07 22:22:32
838952994649550848,18985,3818,9007043,145291,2017-03-07 03:22:35
838921590096166913,10758,1943,9007043,145291,2017-03-07 01:17:48
838916489579200512,0,32,9007043,145291,2017-03-07 00:57:32
838831947270979586,0,10485,9007043,145291,2017-03-06 19:21:35
838561493054533637,10602,1269,9007043,145291,2017-03-06 01:26:54
838476387338051585,21701,4524,9007043,145291,2017-03-05 19:48:43
838201503651401729,0,9569,9007043,145291,2017-03-05 01:36:26
838150277551247360,1606,317,9007403,145293,2017-03-04 22:12:52
838085839343206401,135,1,9007043,145291,2017-03-04 17:56:49
838083903487373313,17040,2964,9007043,145291,2017-03-04 17:49:08
837820167694528512,32921,7477,9007043,145291,2017-03-04 00:21:08
837482249356513284,3738,424,9007043,145291,2017-03-03 01:58:22
837471256429613056,12383,2151,9007043,145291,2017-03-03 01:14:41
837110210464448512,15540,2256,9007043,145291,2017-03-02 01:20:01
836989968035819520,12351,2196,9007043,145291,2017-03-01 17:22:13
836753516572119041,18743,4425,9007043,145291,2017-03-01 01:42:39
836677758902222849,12222,2120,9007043,145291,2017-02-28 20:41:37
836648853927522308,0,529,9007043,145291,2017-02-28 18:46:45
836397794269200385,0,26241,9007043,145291,2017-02-28 02:09:08
836380477523124226,14330,2864,9007043,145291,2017-02-28 01:00:19
836260088725786625,20644,4124,9007043,145291,2017-02-27 17:01:56
836001077879255040,18465,4076,9007043,145291,2017-02-26 23:52:43
835685285446955009,0,7771,9007043,145291,2017-02-26 02:57:52
835574547218894849,17246,3448,9007043,145291,2017-02-25 19:37:50
835536468978302976,0,1612,9007043,145291,2017-02-25 17:06:32
835309094223372289,0,19999,9007043,145291,2017-02-25 02:03:02
835297930240217089,15964,2851,9007043,145291,2017-02-25 01:18:40
835264098648616962,7479,1612,9007043,145291,2017-02-24 23:04:14
835246439529840640,2040,68,9007043,145291,2017-02-24 21:54:03
835172783151792128,25354,5505,9007043,145291,2017-02-24 17:01:22
835152434251116546,21688,2868,9007043,145291,2017-02-24 15:40:31
834931633769889797,10451,1551,9007043,145291,2017-02-24 01:03:08
834786237630337024,20810,5294,9007043,145291,2017-02-23 15:25:23
834574053763584002,13228,2410,9007043,145291,2017-02-23 01:22:14
834477809192075265,0,10180,9007043,145291,2017-02-22 18:59:48
834458053273591808,9328,1602,9007043,145291,2017-02-22 17:41:18
834209720923721728,19919,4532,9007043,145291,2017-02-22 01:14:30
834167344700198914,15367,3516,9007043,145291,2017-02-21 22:26:07
834089966724603904,9742,2045,9007043,145291,2017-02-21 17:18:39
834086379323871233,12673,2113,9007043,145291,2017-02-21 17:04:24
833863086058651648,13049,2305,9007043,145291,2017-02-21 02:17:06
833826103416520705,17597,3604,9007043,145291,2017-02-20 23:50:09
833732339549220864,0,212,9007043,145291,2017-02-20 17:37:34
833722901757046785,20271,3107,9007043,145291,2017-02-20 17:00:04
833479644947025920,14448,1951,9007043,145291,2017-02-20 00:53:27
833124694597443584,19630,4647,9007043,145291,2017-02-19 01:23:00
832998151111966721,12869,2113,9007043,145291,2017-02-18 17:00:10
832769181346996225,0,38,9007043,145291,2017-02-18 01:50:19
832757312314028032,16376,3474,9007043,145291,2017-02-18 01:03:09
832682457690300417,11528,2798,9007043,145291,2017-02-17 20:05:43
832645525019123713,2843,512,9007043,145291,2017-02-17 17:38:57
832636094638288896,15419,2666,9007043,145291,2017-02-17 17:01:29
832397543355072512,11632,2122,9007043,145291,2017-02-17 01:13:34
832369877331693569,16668,3055,9007043,145291,2017-02-16 23:23:38
832273440279240704,11024,2240,9007043,145291,2017-02-16 17:00:25
832215909146226688,0,5971,9007043,145291,2017-02-16 13:11:49
832215726631055365,0,8951,9007043,145291,2017-02-16 13:11:05
832088576586297345,61,2,9007043,145291,2017-02-16 04:45:50
832040443403784192,0,9193,9007043,145291,2017-02-16 01:34:34
832032802820481025,17342,4479,9007043,145291,2017-02-16 01:04:13
831939777352105988,23285,5887,9007043,145291,2017-02-15 18:54:34
831926988323639298,325,34,9007043,145291,2017-02-15 18:03:45
831911600680497154,26743,6240,9007043,145291,2017-02-15 17:02:36
831670449226514432,10141,1742,9007043,145291,2017-02-15 01:04:21
831650051525054464,6921,1853,9007043,145291,2017-02-14 23:43:18
831552930092285952,8730,2243,9007043,145291,2017-02-14 17:17:22
831322785565769729,9033,1492,9007043,145291,2017-02-14 02:02:51
831315979191906304,6352,1071,9007043,145291,2017-02-14 01:35:49
831309418084069378,11444,2369,9007043,145291,2017-02-14 01:09:44
831262627380748289,11557,1968,9007043,145291,2017-02-13 22:03:49
830956169170665475,7758,1432,9007043,145291,2017-02-13 01:46:03
830583320585068544,64780,16068,9007043,145291,2017-02-12 01:04:29
830173239259324417,0,5455,9007043,145291,2017-02-10 21:54:58
830097400375152640,9484,2817,9007043,145291,2017-02-10 16:53:37
829878982036299777,0,4803,9007043,145291,2017-02-10 02:25:42
829861396166877184,11929,1863,9007043,145291,2017-02-10 01:15:49
829501995190984704,30857,10180,9007043,145291,2017-02-09 01:27:41
829449946868879360,10186,1934,9007043,145291,2017-02-08 22:00:52
829141528400556032,23675,7060,9007043,145291,2017-02-08 01:35:19
829011960981237760,51877,15763,9007043,145291,2017-02-07 17:00:28
828801551087042563,0,3290,9007043,145291,2017-02-07 03:04:22
828770345708580865,24880,5631,9007043,145291,2017-02-07 01:00:22
828708714936930305,35487,10776,9007043,145291,2017-02-06 20:55:28
828650029636317184,9268,1291,9007043,145291,2017-02-06 17:02:17
828409743546925057,6197,1117,9007043,145291,2017-02-06 01:07:28
828408677031882754,7492,1240,9007043,145291,2017-02-06 01:03:14
828381636999917570,12271,2144,9007043,145291,2017-02-05 23:15:47
828376505180889089,7202,1031,9007043,145291,2017-02-05 22:55:23
828372645993398273,12258,2821,9007043,145291,2017-02-05 22:40:03
828361771580813312,2127,170,9007043,145291,2017-02-05 21:56:51
828046555563323392,11432,2757,9007043,145291,2017-02-05 01:04:17
828011680017821696,10093,2081,9007043,145291,2017-02-04 22:45:42
827933404142436356,19524,5052,9007043,145291,2017-02-04 17:34:40
827653905312006145,15097,2912,9007043,145291,2017-02-03 23:04:02
827600520311402496,7287,903,9007043,145291,2017-02-03 19:31:54
827324948884643840,15428,2917,9007043,145291,2017-02-03 01:16:53
827199976799354881,10310,2139,9007043,145291,2017-02-02 17:00:17
826958653328592898,20996,4803,9007043,145291,2017-02-02 01:01:21
826848821049180160,35231,9766,9007043,145291,2017-02-01 17:44:55
826615380357632002,0,3836,9007043,145291,2017-02-01 02:17:19
826598799820865537,5005,239,9007043,145291,2017-02-01 01:11:25
826598365270007810,9758,2263,9007043,145291,2017-02-01 01:09:42
826476773533745153,17926,4040,9007043,145291,2017-01-31 17:06:32
826240494070030336,12945,2516,9007043,145291,2017-01-31 01:27:39
826204788643753985,4750,882,9007043,145291,2017-01-30 23:05:46
826115272272650244,15249,2995,9007043,145291,2017-01-30 17:10:04
825876512159186944,10221,1793,9007043,145291,2017-01-30 01:21:19
825829644528148480,12432,2417,9007043,145291,2017-01-29 22:15:05
825535076884762624,55640,16971,9007043,145291,2017-01-29 02:44:34
825147591692263424,17829,4368,9007043,145291,2017-01-28 01:04:51
825120256414846976,0,1205,9007043,145291,2017-01-27 23:16:13
825026590719483904,6110,1206,9007043,145291,2017-01-27 17:04:02
824796380199809024,0,5323,9007043,145291,2017-01-27 01:49:15
824775126675836928,14552,3381,9007043,145291,2017-01-27 00:24:48
824663926340194305,10259,1705,9007043,145291,2017-01-26 17:02:56
824325613288833024,11537,10245,9007043,145291,2017-01-25 18:38:36
824297048279236611,14679,3715,9007043,145291,2017-01-25 16:45:05
824025158776213504,4712,580,9007043,145291,2017-01-24 22:44:42
823939628516474880,10389,2629,9007043,145291,2017-01-24 17:04:50
823719002937630720,0,10785,9007043,145291,2017-01-24 02:28:08
823699002998870016,13635,2434,9007043,145291,2017-01-24 01:08:40
823581115634085888,12695,2531,9007043,145291,2017-01-23 17:20:14
823333489516937216,688,22,9007043,145291,2017-01-23 00:56:15
823322678127919110,15343,3871,9007043,145291,2017-01-23 00:13:17
823269594223824897,0,9570,9007043,145291,2017-01-22 20:42:21
822975315408461824,16920,3328,9007043,145291,2017-01-22 01:12:59
822872901745569793,128278,41676,9007043,145291,2017-01-21 18:26:02
822859134160621569,12907,2192,9007043,145291,2017-01-21 17:31:20
822647212903690241,0,6182,9007043,145291,2017-01-21 03:29:14
822610361945911296,14449,2838,9007043,145291,2017-01-21 01:02:48
822489057087389700,17706,6182,9007043,145291,2017-01-20 17:00:46
822462944365645825,27221,13767,9007043,145291,2017-01-20 15:17:01
822244816520155136,34150,9570,9007043,145291,2017-01-20 00:50:15
822163064745328640,0,4580,9007043,145291,2017-01-19 19:25:24
821886076407029760,11045,2234,9007043,145291,2017-01-19 01:04:45
821813639212650496,0,3252,9007043,145291,2017-01-18 20:16:54
821765923262631936,8196,1611,9007043,145291,2017-01-18 17:07:18
821522889702862852,7850,1692,9007043,145291,2017-01-18 01:01:34
821421320206483457,0,5379,9007043,145291,2017-01-17 18:17:58
821407182352777218,11467,4176,9007043,145291,2017-01-17 17:21:47
821153421864615936,247,10,9007043,145291,2017-01-17 00:33:26
821149554670182400,8406,1888,9007043,145291,2017-01-17 00:18:04
821107785811234820,9375,2061,9007043,145291,2017-01-16 21:32:06
821044531881721856,12376,2205,9007043,145291,2017-01-16 17:20:45
820837357901512704,0,6496,9007043,145291,2017-01-16 03:37:31
820749716845686786,30842,9569,9007043,145291,2017-01-15 21:49:15
820690176645140481,11962,3128,9007043,145291,2017-01-15 17:52:40
820494788566847489,0,547,9007043,145291,2017-01-15 04:56:16
820446719150292993,0,2480,9007043,145291,2017-01-15 01:45:15
820314633777061888,3274,547,9007043,145291,2017-01-14 17:00:24
820078625395449857,19336,6082,9007043,145291,2017-01-14 01:22:35
820013781606658049,0,1136,9007043,145291,2017-01-13 21:04:55
819952236453363712,5199,1136,9007043,145291,2017-01-13 17:00:21
819924195358416896,12645,4723,9007043,145291,2017-01-13 15:08:56
819711362133872643,13066,3013,9007043,145291,2017-01-13 01:03:12
